movie_id,movie_name,description,release_date,rating,genre,votes,top_5_actors,director,poster_url
tt25134642,Main Atal Hoon,"Follows the extraordinary life and political journey of Shri Atal Bihari Vajpayee, an iconic figure in Indian politics and delves into the multifaceted persona of Vajpayee Ji, capturing his essence as a poet, a gentleman, and a statesman.",2024,6.9,"Political Drama, Biography, Drama",6200.0,"Pankaj Tripathi, Piyush Mishra, Alok A Nath Pathak, Dayashankar Pandey, Cesar Lorente Raton","Ravi Jadhav, Javed Karim","https://m.media-amazon.com/images/M/MV5BMTUwN2VkODUtN2EzNS00NTdhLTg5N2YtNDNkOGU3MjcwMmM4XkEyXkFqcGc@._V1_QL75_UY281_CR18,0,190,281_.jpg"
tt6958030,1921,"A decade after 1920. When Ayush arrives in England to learn music, he is shocked and scared when the manor he is living in becomes haunted by spirits. To exorcise them, he seeks the help of Rose, a woman who can see and speak with them.",2018,4.3,"Horror, Mystery, Romance",1500.0,"Zareen Khan, Karan Kundrra, Vikram Bhatt, Angela Krislinzki, Nidhi Chitrakar",Vikram Bhatt,"https://m.media-amazon.com/images/M/MV5BNjBmOTEwZDEtN2M3MC00YTQ2LWExMjQtM2MzZGU4NGZmNmM3XkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg"
tt0079386,Kaala Patthar,Inspired by a true mining tragedy the film is about people from all walks of life showing courage and character to fight the forces of nature.,1979,7.6,"Disaster, Tragedy, Action, Drama, History, Thriller",2900.0,"Amitabh Bachchan, Shashi Kapoor, Shatrughan Sinha, Rakhee Gulzar, Parveen Babi",Yash Chopra,"https://m.media-amazon.com/images/M/MV5BZWQ3MjA2N2UtZjgxOS00YzgyLWFlMjItMzM3ZTZlMmI1ZTI5XkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt0101616,Coolie No. 1,In order to avenge his insult against wealthy Hoshiarchand Choudhary; Pandit Shaadiram Gharjodhe asks Raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can get marry to Choudhary's daughter Malti.,1995,6.6,"Action, Comedy, Romance",6000.0,"Govinda, Karisma Kapoor, Harish, Kanchan, Kader Khan",David Dhawan,"https://m.media-amazon.com/images/M/MV5BNWVlMWNkYTYtNWE3Ni00NWM5LWFlNjgtMWY5M2VlNDZjMTA4XkEyXkFqcGc@._V1_QL75_UY281_CR13,0,190,281_.jpg"
tt0307116,Maa Tujhhe Salaam,Major Pratab Singh works in the Indian army and he and his battalion has been assigned duty near the Indo-Pakistan border. There duty mainly consists of eliminating any terrorists trying to cross the Indian border. A Pakistan leader Gul Mustan and well known Lala is plotting to liberate Kashmir from India so that they can take control in there own way but things does not go accordingly as one loyalist of Lala; Albaksh begins to leak important information about there plans to the Indian army. And thus there begins a saga of combat between the army and the terrorists leaving many casualties on both sides.,2002,3.7,"Action, Drama",1300.0,"Sunny Deol, Tabu, Arbaaz Khan, Tinnu Verma, Sudesh Berry",Tinnu Verma,"https://m.media-amazon.com/images/M/MV5BN2RmZjU1YTMtMWRhMS00ZjlhLTlhMjYtZTY0ZjcyN2RiZWJlXkEyXkFqcGc@._V1_QL75_UY281_CR13,0,190,281_.jpg"
tt2389974,Aatma,A single mother fights against the supernatural in order to hold on to her daughter.,2013,3.9,"Drama, Horror, Thriller",750.0,"Jaideep Ahlawat, Bipasha Basu, Padam Bhola, Suumeet Darshan, Doyel Dhawan",Suparn Varma,"https://m.media-amazon.com/images/M/MV5BZDRkOGVmNjItNjc1ZC00ZDE1LTkwMTktYzU0OTQ3YjgwMWQwXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt3036740,Humshakals,"A comedy centered around three people who each have a lookalike of a lookalike, all with the same name.",2014,1.7,"Slapstick, Comedy, Drama, Romance",9000.0,"Saif Ali Khan, Riteish Deshmukh, Ram Kapoor, Bipasha Basu, Tamannaah Bhatia",Sajid Khan,"https://m.media-amazon.com/images/M/MV5BMTk0MTI3NDcxMV5BMl5BanBnXkFtZTgwMDIyNTE4MTE@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt9390240,Shakeela,"A biopic based on the life of adult star Shakeela, who ruled the South Indian film industry for over two decades. The film features Richa Chadha in the lead role.",2020,3.4,"Biography, Drama",736.0,"Pankaj Tripathi, Richa Chadha, Rajeev Pillai, Kajol Chugh, Vicky Kadian",Indrajit Lankesh,"https://m.media-amazon.com/images/M/MV5BYTYxMDcxZmItYTFmNy00ZmM4LTkwMzQtNGE1NTM0ODM5Y2E2XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg"
tt0059709,Shakespeare-Wallah,"The family troupe of English actors in India, performing Shakespearean plays, witness India's transformation as Maharajas shift to hotel owners, sports dominate, and theater replaced by Bolliwood movies.",1965,6.8,"Drama, Romance",968.0,"Shashi Kapoor, Felicity Kendal, Geoffrey Kendal, Laura Liddell, Madhur Jaffrey",James Ivory,"https://m.media-amazon.com/images/M/MV5BMTJlMTlhYWUtNmU2My00YzQ3LWJkZDktZTg3OGMzNWExNzExXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt0172234,Chaahat,"Roop and his father come to the city for medical treatment and Reshma falls in love with Roop. Roop loves Pooja, but when Reshma threatens to kill herself, Roop agrees to marry her.",1996,5.5,"Drama, Romance",3400.0,"Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher, Ramya Krishnan",Mahesh Bhatt,"https://m.media-amazon.com/images/M/MV5BNjY1NzAxNzYtMGE1NS00NzMwLTljYzktOTE5ZWU3MDkyZTVhXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt2806788,Fukrey,"The paths of four dream-chasing college friends cross with an array of colourful characters, from a tough-talking Punjabi female don to a Jugaad Baaz college watchman. Mayhem ensues.",2013,6.9,"Comedy, Drama, Romance",13800.0,"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Richa Chadha",Mrighdeep Lamba,"https://m.media-amazon.com/images/M/MV5BODI5MzQ2NDg0MV5BMl5BanBnXkFtZTcwNTEwMzI1OQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt28631109,Dharmaveer 2,"Explores Anand Dighe's life, tracing his political journey and capturing the essence of his impactful legacy as a prominent figure.",2024,5.4,"Biography, Documentary, Drama",10400.0,"Sunil Barve, Rajesh Bhosle, Kshitish Date, Makarand Date, Mangesh Desai",Pravin Tarde,"https://m.media-amazon.com/images/M/MV5BMjlmNGVmYzEtZjYxYi00Y2Q3LWE0MDQtZDE0ZjVhN2NmOGZjXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0306434,Aankhen,"After a temperamental man is unceremoniously stripped of his duties as a bank manager, he decides to seek revenge by robbing the bank, for which he trains three blind men.",2002,7.4,"Conspiracy Thriller, Crime, Drama, Thriller",14300.0,"Amitabh Bachchan, Akshay Kumar, Sushmita Sen, Arjun Rampal, Paresh Rawal",Vipul Amrutlal Shah,"https://m.media-amazon.com/images/M/MV5BNzZjOGIyNDAtMmJmYi00OWEwLTkyZDUtMTllYjEzZWMxMDBmXkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg"
tt2126282,Ekk Deewana Tha,An aspiring filmmaker from Mumbai falls in love with a woman from a strict orthodox Christian family.,2012,6.1,"Drama, Romance",3400.0,"Prateik Patil Babbar, Amy Jackson, Sachin Khedekar, Manu Rishi Chadha, Babu Antony",Gautham Vasudev Menon,"https://m.media-amazon.com/images/M/MV5BZGZmYzM4MmMtZGQ5NC00Njk2LTlhYmQtOWE5MmU1NjVkZGZhXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt10598156,Dhaakad,"Agent Agni, a highly trained and deadly field agent is entrusted with the mission to gather Intel and eliminate Rudraveer, an international human and arms trafficker who has been off the radar for ten years.",2022,3.8,"Action, Thriller",12200.0,"Kangana Ranaut, Arjun Rampal, Sharib Hashmi, Divya Dutta, Titiksha Shrivastava",Razneesh Ghai,"https://m.media-amazon.com/images/M/MV5BMDg5M2IzZWEtZDQ4Mi00OTVlLTkwZjYtYzUyYWVhYmFlZWMwXkEyXkFqcGc@._V1_QL75_UY281_CR46,0,190,281_.jpg"
tt0107060,Gumrah,"Roshni Chadha, a singer in Bombay, is imprisoned in Hong Kong facing death sentence. Her troubled past involving unknown father's abandonment drives her journey to unravel truth and escape this predicament.",1993,6.1,"Action, Crime, Drama, Thriller",1000.0,"Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy, Soni Razdan",Mahesh Bhatt,"https://m.media-amazon.com/images/M/MV5BZjc0OGMzZDEtZDhlMi00ODgyLTgwZDAtNTgyZDEzN2VlYTZlXkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt0390614,Waqt: The Race Against Time,"Ishwar Chandra Thakur is living the good life, content with his loving wife Sumitra and son Adiya. There is but one thing which gradually comes to annoy Ishwar: his son's laziness and dependency on his father.",2005,6.7,"Comedy, Drama, Family, Musical, Romance",10400.0,"Amitabh Bachchan, Akshay Kumar, Priyanka Chopra Jonas, Shefali Shah, Boman Irani",Vipul Amrutlal Shah,"https://m.media-amazon.com/images/M/MV5BMTNmNmFmNmQtMmQxMi00NTg5LWEyMTItZWI3YmU3ZDEzY2I0XkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg"
tt1664809,Rakta Charitra,A killer bandit decides to become a politician in order to avenge deaths in his family.,2010,7.6,"Political Thriller, True Crime, Action, Biography, Crime, Drama, Thriller",4900.0,"Vivek Oberoi, Shatrughan Sinha, Sudeep, Abhimanyu Singh, Radhika Apte",Ram Gopal Varma,"https://m.media-amazon.com/images/M/MV5BNDU1NjAxNTMxNF5BMl5BanBnXkFtZTgwNDUzMjk4NTE@._V1_QL75_UY281_CR46,0,190,281_.jpg"
tt3449292,Manjhi: The Mountain Man,"Using only a hammer and a chisel, a man spends twenty-two years carving a road through a treacherous mountain.",2015,8.0,"Biography, Drama",20500.0,"Nawazuddin Siddiqui, Radhika Apte, Ashutosh Acharya, Shahzad Ahmed, Aishwarya Arora",Ketan Mehta,"https://m.media-amazon.com/images/M/MV5BODEyMGViNjQtM2MyZi00YzMzLTk1MjAtODBjOGFhNDljZjJjXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt0294662,Kaante,Six bank robbers trying to pull off the perfect heist discover one of them is an undercover cop.,2002,6.6,"Gangster, Heist, Action, Crime, Drama, Thriller",5500.0,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Mahesh Manjrekar, Lucky Ali",Sanjay Gupta,"https://m.media-amazon.com/images/M/MV5BY2EzN2JjMDUtYWRjZC00ZjU2LTg4NGUtNTY2NjcyZmZlOTgyXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0083081,Silsila,"SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?",1981,7.2,"Drama, Family, Romance",3300.0,"Amitabh Bachchan, Rekha, Jaya Bachchan, Shashi Kapoor, Sanjeev Kumar",Yash Chopra,"https://m.media-amazon.com/images/M/MV5BMTZhNGIwNzktOWFmNy00NzNhLWFkNGItNGQ2ZTMwYmQ4ZTczXkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt2976176,Lakshmi,"13-year-old Lakshmi is trafficked into prostitution. After enduring abuse and violence, she's rescued in a police raid. Despite threats and bribes, she testifies in court, leading to her traffickers' imprisonment in a landmark Indian case.",2014,7.9,Drama,1700.0,"Monali Thakur, Vibha Chhibber, Ranjeet Jha, Ram Kapoor, Satish Kaushik",Nagesh Kukunoor,"https://m.media-amazon.com/images/M/MV5BYzM4N2ExYWMtZDY4Yi00NGU3LTg2NzgtMmIxMjdmNmRiOWM2XkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt1223922,Blue,"A group of people, facing a lot of challenges, decide to hunt down lost treasure en route to India.",2009,3.8,"Sea Adventure, Action, Adventure, Mystery, Thriller",5400.0,"Akshay Kumar, Sanjay Dutt, Lara Dutta, Zayed Khan, Rahul Dev",Anthony D'Souza,"https://m.media-amazon.com/images/M/MV5BYTQwYzEyODEtMTc0MS00YmVjLWEyYWItNGExYmJiZGJiNDAxXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt0341266,Bhoot,"When a married couple moves into a flat that is haunted by a spirit, a series of inexplicable experiences drive the wife to near madness. Now, the husband must protect his wife to save their marriage.",2003,6.4,"Supernatural Horror, Horror, Mystery, Thriller",4300.0,"Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha, Fardeen Khan",Ram Gopal Varma,"https://m.media-amazon.com/images/M/MV5BYzA3YjQzNDQtNTZlOS00MGIwLWJlOTYtZDQ1ZWZmMGJlNjI3XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0330082,Boom,Three female models are unwittingly thrown into the Bombay underworld when they accidentally stop a diamond delivery to the Middle East.,2003,2.3,"Dark Comedy, Crime, Thriller",1500.0,"Amitabh Bachchan, Jackie Shroff, Gulshan Grover, Padma Lakshmi, Madhu Sapre",Kaizad Gustad,"https://m.media-amazon.com/images/M/MV5BYWZmZGM4ZTMtYjVkYi00ZjBlLWFiNmYtNWQ4ZjNjMmM5N2ZmXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt4262516,Sanam Re,A man focused on his career finds solace when he reunites with his childhood sweetheart.,2016,3.3,Drama,3600.0,"Rishi Kapoor, Pulkit Samrat, Yami Gautam, Urvashi Rautela, Neel Tyagi",Divya Khossla,"https://m.media-amazon.com/images/M/MV5BNjQyYmM2NjktNDFiNy00NWJjLWI3MmQtYjQ0NjAxY2E0NjQ2XkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt10230404,Ghost Stories,"The winning team of ""Lust Stories"" reunites to tell some spine-chilling tales. ""Ghost Stories"" is a 2020 Indian anthology horror film consisting of four short film segments.",2020,4.4,"Horror, Thriller",6100.0,"Janhvi Kapoor, Surekha Sikri, Amruta Subhash, Vijay Varma, Mohd Ashique Hussain","Directors, Zoya Akhtar, Dibakar Banerjee, Karan Johar, ","https://m.media-amazon.com/images/M/MV5BOWM1NGNhNDYtMTBkMi00NGM1LTkyY2QtODhmNDFhNGFmMDEwXkEyXkFqcGc@._V1_QL75_UY281_CR46,0,190,281_.jpg"
tt4744086,Ki & Ka,"Follows a young, married couple whose relationship challenges the gender roles placed upon women and men in Indian society.",2016,5.7,"Comedy, Romance",6500.0,"Amitabh Bachchan, Kareena Kapoor, Arjun Kapoor, Jaya Bachchan, Gulnaaz Khan",R Balki,"https://m.media-amazon.com/images/M/MV5BMTljZmI5ODItNzVmYS00YzhkLWIyMTgtZGI1ODc1NDk1NTI1XkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt1241195,Aamir,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,2008,7.6,"Conspiracy Thriller, Psychological Thriller, Action, Crime, Drama, Thriller",11700.0,"Rajeev Khandelwal, Mukesh Agrohari, Supavitra Babul, Vasan Bala, Aishwariyaa Bhaskaran",Raj Kumar Gupta,"https://m.media-amazon.com/images/M/MV5BMzkzMjY1MmUtNmExMy00MjRlLTljOTktNTRiY2QyNzA5MzI3XkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg"
tt10443846,Yeh Saali Aashiqui,"While in college, Sahil and Mittee fall in love, but an unfortunate incident turns their dreamy romance into a nightmare.",2019,7.8,"Drama, Romance, Thriller",4800.0,"Vardhaan Puri, Shivaleeka Oberoi, Ruslaan Mumtaz, Satish Kaushik, Jessy Lever",Cherag Ruparel,"https://m.media-amazon.com/images/M/MV5BNmVkMTAzMzctOWQ0OS00OTFkLTljN2YtZjQ2ODA1ZGVhZTkyXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg"
tt8108206,Saand Ki Aankh,"Both over the age of 60, Chandro Tomar and Prakashi Tomar inspire other women in India when they demonstrate their expert sharpshooting skills.",2019,7.5,"Biography, Drama",6100.0,"Taapsee Pannu, Bhumi Pednekar, Prakash Jha, Vineet Kumar Singh, Pawan Chopra",Tushar Hiranandani,"https://m.media-amazon.com/images/M/MV5BMTM4ODE1YWQtYjI1OS00ZDFhLWEyMDMtMjU0ZGU2NWQ3YzlhXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt0079355,Jaani Dushman,A remote mountainous region is terrorized by a legendary monster that regularly abducts newlywed brides and kills them.,1979,6.1,"Action, Horror, Mystery, Romance",663.0,"Sunil Dutt, Sanjeev Kumar, Shatrughan Sinha, Vinod Mehra, Vikram Makandar",Rajkumar Kohli,"https://m.media-amazon.com/images/M/MV5BOThkMDU1YjAtMjQwYy00MTdjLWJhOTUtMTgzMjMyMTZkNjYwXkEyXkFqcGc@._V1_QL75_UY281_CR8,0,190,281_.jpg"
tt2166214,Khiladi 786,"A father who runs a marriage bureau believes that his son is a failure in life. In order to prove him wrong, his son takes on the task of finding a match for a gangster's sister.",2012,4.4,"Action, Comedy, Romance",8300.0,"Akshay Kumar, Asin Thottumkal, Mithun Chakraborty, Raj Babbar, Mukesh Rishi",Ashish R. Mohan,"https://m.media-amazon.com/images/M/MV5BNWEzOWMyODMtMzQ4Yy00ODMxLTllZWQtNjQ5YTAxNGZkNDE1XkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt2658126,Commando,"Karan, a disavowed Indian commando, helps protect a woman from a local thug who is hellbent on forcing her to marry him.",2013,6.3,"Jungle Adventure, Martial Arts, One-Person Army Action, Action",6200.0,"Vidyut Jammwal, Hsieh Chang Hai, Nelson Liao Sheng Hua, Ishita Vyas, Sukhwinder Chahal",Dilip Ghosh,"https://m.media-amazon.com/images/M/MV5BODMxNmQ4ODQtYWFlZS00OWZlLTgxZDQtMjkzNTRmNDkyMzczXkEyXkFqcGc@._V1_QL75_UX190_CR0,7,190,281_.jpg"
tt13773882,Madam Chief Minister,The right of a woman to live with dignity has always been at crossroads with society's norms.,2021,4.9,Drama,1900.0,"Richa Chadha, Manav Kaul, Saurabh Shukla, Akshay Oberoi, Tulika Banerjee",Subhash Kapoor,"https://m.media-amazon.com/images/M/MV5BZTcyNzAwMjctNWE5Zi00OTIyLWFhYzAtOTdkODRiZDZjNjBhXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt0448206,Bunty Aur Babli,"A small-town pair become the legendary Bunty and Babli, turning the world on its head caper after caper--until they meet a very upset police officer.",2005,6.2,"Romantic Comedy, Comedy, Drama, Romance",8400.0,"Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Kiran Juneja, Lilliput",Shaad Ali,"https://m.media-amazon.com/images/M/MV5BOGQ1MjI3YjEtYzFlMC00NTFhLTllZGUtZWMzMTBiOGQxMjRkXkEyXkFqcGc@._V1_QL75_UY281_CR9,0,190,281_.jpg"
tt6272828,Mubarakan,"Singleton Kartar Singh is left with the responsibility of raising his 2 orphaned nephews. He asks his brother to raise Charan and his sister in London to raise Karan. When the twins cross continents, they leave behind a trail of confusion.",2017,5.6,"Comedy, Romance",4500.0,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma",Anees Bazmee,"https://m.media-amazon.com/images/M/MV5BYzcyZjQ3MGUtZjY3Yi00ZmM3LTliZWItYzdlZjhiZmFlZWI5XkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt1600439,Shaapit: The Cursed,"In order to wed his sweetheart, a male must reverse a 350-year old curse on her family.",2010,5.5,"Adventure, Horror, Romance, Thriller",1200.0,"Aditya Narayan, Shweta Agarwal, Rahul Dev, Shubh Joshi, Murli Sharma",Vikram Bhatt,"https://m.media-amazon.com/images/M/MV5BYmFlMjNmY2MtZDYyYi00ZTQ1LWI4YmYtYWExZDZmMTllMGNlXkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg"
tt0371922,Saaya,"Akash and Maya, two doctors, are happily married and expecting a baby. However, things take a turn when Maya's bus crashes and she is believed to be dead.",2003,5.7,"Drama, Fantasy, Mystery, Romance, Thriller",1100.0,"John Abraham, Tara Sharma, Mahima Chaudhry, Zohra Sehgal, Harsh Chhaya",Anurag Basu,"https://m.media-amazon.com/images/M/MV5BMTYxMzI5MTMxNF5BMl5BanBnXkFtZTgwOTY0MTAwNDI@._V1_QL75_UY281_CR6,0,190,281_.jpg"
tt0356982,Paanch,Kidnapping plot gone wrong when four friends plans to kidnap their own friend who accidentally got killed.,2003,7.6,"Dark Comedy, True Crime, Crime, Thriller",2500.0,"Kay Kay Menon, Aditya Srivastav, Joy Fernandes, Vijay Maurya, Tejaswini Kolhapure",Anurag Kashyap,"https://m.media-amazon.com/images/M/MV5BMDkzNTdiNmUtOWE2NS00MGQ3LWE0OGQtMjhhMzJhMDUxNDJlXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt10235600,Kaali Khuhi,"Shivangi, a 10 year old girl, is put to the ultimate test to save her family's village from the restless ghosts of its horrific past.",2020,3.7,"Drama, Horror, Mystery, Thriller",1400.0,"Shabana Azmi, Sanjeeda Sheikh, Riva Arora, Leela Samson, Satyadeep Misra",Terrie Samundra,"https://m.media-amazon.com/images/M/MV5BZjRhNGE4NWQtNzgzMi00MzFiLThhMTAtZmIwMTIyNWNhOTQ5XkEyXkFqcGc@._V1_QL75_UY281_CR6,0,190,281_.jpg"
tt0449306,Lucky: No Time for Love,"In a chain of unfortunate events, a 17-year-old schoolgirl narrowly escapes a possible rapist, is caught up in a terror attack, and drinks contaminated water that poisons her.",2005,4.7,"Drama, Musical, Romance",3900.0,"Salman Khan, Sneha Ullal, Mithun Chakraborty, Kader Khan, Navni Parihar","Radhika Rao, Vinay Sapru","https://m.media-amazon.com/images/M/MV5BNTJiYmQ2N2QtZjFmZi00Y2ZjLWI4NDQtYzdmYmRkY2FiMDFjXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg"
tt4467202,Hero,"A boy and a girl find themselves stuck in a whirlpool of such intense love that they would do anything, go to any extent and face all odds for the one they love.",2015,3.6,"Action, Drama, Musical, Romance",2900.0,"Sooraj Pancholi, Athiya Shetty, Tigmanshu Dhulia, Aditya Pancholi, Vivan Bhatena",Nikkhil Advani,"https://m.media-amazon.com/images/M/MV5BMTQ0NzAyMTIyOF5BMl5BanBnXkFtZTgwMTE2MTY3NjE@._V1_QL75_UY281_CR2,0,190,281_.jpg"
tt14107554,Dasvi,"Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school, while his scheming wife has plans of her own.",2022,7.4,"Comedy, Drama",62200.0,"Abhishek Bachchan, Nimrat Kaur, Yami Gautam, Manu Rishi Chadha, Chittaranjan Tripathy",Tushar Jalota,"https://m.media-amazon.com/images/M/MV5BNjVmZTViMzUtODZkMC00OTQyLTliZWMtMWFiZjJjYTI5Y2Q5XkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt11213600,Sardar Ka Grandson,A devoted grandson embarks on a complicated and comic journey to fulfill his ailing grandmother's last wish.,2021,4.3,"Comedy, Drama, Romance",4900.0,"John Abraham, Rakul Preet Singh, Arjun Kapoor, Aditi Rao Hydari, Neena Gupta",Kaashvi Nair,"https://m.media-amazon.com/images/M/MV5BZjQ3ODdjZTAtZjIxYS00YzQzLWE0NWMtM2VmOTA2YmIxYWUzXkEyXkFqcGc@._V1_QL75_UY281_CR46,0,190,281_.jpg"
tt0246825,Om Dar-B-Dar,A carefully constructed nonsense about a teenage boy named Om in a small Indian village.,1988,7.1,"Docudrama, Drama",618.0,"Anita Kanwar, Gopi Desai, Lalit Tiwari, Lakshminarayan Shastri, Aditya Lakhia",Kamal Swaroop,"https://m.media-amazon.com/images/M/MV5BZmI1Y2FmNmItZThlMy00MTMxLTllMGUtYWM1ZGY0ZWFmNzdmXkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg"
tt10098288,Roohi,"Hired to kidnap a bride, two bumbling pals get into a wacky predicament when one falls for their abductee, and the other falls for the spirit that possesses her.",2021,4.3,"Comedy, Horror",11300.0,"Rajkummar Rao, Janhvi Kapoor, Varun Sharma, Alexx O'Nell, Manav Vij","Hardik Mehta, Jaspal Singh","https://m.media-amazon.com/images/M/MV5BOWNiYzYyNzUtNWZhOS00NDhjLThkZjUtYjQwMzI2ZTIzMTUwXkEyXkFqcGc@._V1_QL75_UY281_CR33,0,190,281_.jpg"
tt0107311,Khalnayak,A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.,1993,7.1,"Action, Adventure, Crime, Drama, Thriller",3900.0,"Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Rakhee Gulzar, Anupam Kher",Subhash Ghai,"https://m.media-amazon.com/images/M/MV5BYjg2Y2E4ZmItMGViYy00ZWRmLTkxYjAtZjU3N2JhMzA0ZWMzXkEyXkFqcGc@._V1_QL75_UY281_CR10,0,190,281_.jpg"
tt21818816,While We Watched,"How independent news reporting in India and beyond is increasingly under threat by budgetary cuts and especially, extremists leveraging alternative platforms to spread misinformation.",2022,8.5,"News, Biography, Documentary",2600.0,"Ravish Kumar, Sushil Bahuguna, Deepak Chaubey, Sushil Mohapatra, Swarolipi Sengupta",Vinay Shukla,"https://m.media-amazon.com/images/M/MV5BOTM5NWEzYjMtMWViZi00NTkyLWIwNzAtZjQ0MTU5OTI0OTIxXkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg"
tt11163028,House Arrest,A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,2019,5.5,Comedy,1800.0,"Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh, Badrul Islam","Samit Basu, Shashanka Ghosh","https://m.media-amazon.com/images/M/MV5BODkxN2ZhZGEtYTQwMi00ODMzLWI1MmItYzZiOTE5NTUyNjg0XkEyXkFqcGc@._V1_QL75_UY281_CR7,0,190,281_.jpg"
tt0079749,Adventures of Ali-Baba and the Forty Thieves,"Alibaba, (Dharmendra) a native of Guleba is in love with Marjina (Hema Malini). The town has a ruler, Abu Hasan. Guleban is terrorized by dacoits. Ali Baba hears the password to the door of the cave of the dacoits and takes a lot of jewels from the cave. His brother is killed by the dacoits as he forgets the password and is trapped inside. A young girl whose father has been murdered by the dacoits (Zeenat Aman) has a score to settle with Abu Hasan. Abu Hasan turns out to be the head of the dacoits and he comes to know that Ali Baba visits the cave. He hides the 40 thieves in large urns to kill Ali Baba. Ali Baba comes to know of this and kills them all. He brings to light the startling truth that their own ruler heads the dacoits!",1980,6.2,"Fairy Tale, Action, Adventure, Family, Fantasy, Romance",684.0,"Dharmendra, Hema Malini, Zeenat Aman, Prem Chopra, Zakir Mukhamedzhanov","Latif Faiziyev, Umesh Mehra","https://m.media-amazon.com/images/M/MV5BMDA4MWQwYWMtMWUyMS00NzVjLTlhZTQtMzc3MDEzYTI4NzczXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
tt5235880,A Flying Jatt,"Jatt is a reluctant superhero who fights crime and protects people. He meets his match in the evil Raka, who he must vanquish to save the day.",2016,3.1,"Superhero, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",5800.0,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Mahi Milan",Remo D'Souza,"https://m.media-amazon.com/images/M/MV5BMzg5NjQ5MTgtNzMzYS00MmQ5LTg4MzMtNjQ3MTU4N2E5YzYxXkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg"
